"Asset ID","Asset No.",Date,Time(CDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
239,516,2018-04-26,1524773190,53.1,205.04,Standard,0,38.9995104,-92.2792778,,,2739,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-04-26,1524773194,18,225.77,Standard,0,39.0188036,-92.2716497,,,6080.31,,-15,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
256,306,2018-04-26,1524773195,37.3,98.14,Standard,0,38.9641684,-92.3299185,,,8933.1,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
260,469,2018-04-26,1524773197,54.1,204.58,Standard,0,38.9976841,-92.2802933,,,75984.1,,1,40991,615.79,0,0,0,0,0,0,0,0,0,0,0,0
