"Asset ID","Asset No.",Date,Time(CST),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
221,254,2018-02-21,1519236894,21.7,261.98,Standard,1.9,38.9641992,-92.3121149,,,21198.08,,10,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519236972,24.2,269.87,Standard,2.5,38.9650672,-92.3230003,,,21198.7,,11,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519236976,5,126.51,"Motion Start",0,38.96655,-92.3465191,,,48439.7,,25,42015,"1,033.04",0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519236979,0,102.18,"Motion Stop",0,38.9665027,-92.3464837,,,48439.71,,-3,42015,"1,033.04",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519236987,0,279.31,"Motion Stop",2.5,38.9650959,-92.3245827,,,21198.7,,-18,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519236988,6.2,175.35,"Motion Start",0,38.9664685,-92.3464749,,,48439.71,,0,42015,"1,033.04",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519236991,7.5,357.77,"Motion Start",2.5,38.9651885,-92.3246444,,,21198.7,,6,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237008,11.8,184.17,Standard,0.1,38.9658504,-92.3469406,,,48439.76,,2,40991,"1,033.07",0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237026,21.7,145.45,Standard,0.2,38.9644128,-92.3460955,,,48439.86,,-14,40991,"1,033.10",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237043,10.9,112.26,"Motion Start",0,38.9499024,-92.4096227,,,4365.08,,34,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237044,31.1,129.01,Standard,0.2,38.9634899,-92.3448603,,,48439.92,,6,40991,"1,033.12",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237061,33.8,98.02,Standard,0.1,38.9496436,-92.407234,,,4365.21,,5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237062,18.6,179.47,Standard,0.3,38.9625519,-92.3440904,,,48440.01,,6,40991,"1,033.15",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237064,0,340.88,"Motion Stop",2.5,38.9703801,-92.3253864,,,21198.7,,-10,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237070,8.7,340.96,"Motion Start",2.5,38.9704632,-92.3254218,,,21198.7,,19,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237073,0,181.95,"Motion Stop",0.4,38.9618781,-92.3441453,,,48440.09,,-12,42015,"1,033.18",0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237076,10.6,151.09,"Motion Start",0.4,38.9617872,-92.3440914,,,48440.09,,11,42015,"1,033.18",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237091,44.1,351.12,Standard,3.1,38.9731234,-92.3265688,,,21199.32,,3,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237094,33.6,102.16,Standard,0.4,38.9610714,-92.3418327,,,48440.15,,3,40991,"1,033.20",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237094,31.7,89.75,Standard,0.4,38.9491123,-92.4013684,,,4365.53,,-2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237109,0,88.00,"Motion Stop",0.5,38.949409,-92.3997191,,,4365.62,,-10,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237112,28,108.85,Standard,0.6,38.9606385,-92.3393961,,,48440.29,,-3,40991,"1,033.23",0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237130,13,181.72,Standard,0.7,38.9600988,-92.3387441,,,48440.39,,8,40991,"1,033.26",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237143,34.8,2.43,Standard,3.7,38.9814366,-92.3261149,,,21199.94,,-10,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237151,0,181.11,"Motion Stop",0.9,38.9583248,-92.338775,,,48440.55,,-16,42015,"1,033.28",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237152,11.8,90.66,"Motion Start",0.5,38.9494049,-92.3996498,,,4365.63,,30,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237159,0,2.71,"Motion Stop",3.7,38.9823952,-92.3260616,,,21199.94,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237170,31.6,1.92,Standard,0.7,38.9507433,-92.3991185,,,4365.74,,3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237173,8.7,2.94,"Motion Start",3.7,38.982504,-92.3260524,,,21199.94,,13,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237193,36.8,8.10,Standard,0.9,38.9540933,-92.3990329,,,4365.97,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237208,11.2,182.22,"Motion Start",0.9,38.9581235,-92.3388064,,,48440.56,,11,42015,"1,033.28",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237211,47.7,83.00,Standard,1.1,38.9555521,-92.3961899,,,4366.17,,4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237226,5.6,82.80,Standard,0.9,38.9573645,-92.3386317,,,48440.62,,-2,40991,"1,033.31",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237229,50.6,97.22,Standard,1.3,38.9557467,-92.3915527,Smithton,,4366.42,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
217,203,2018-02-21,1519237236,0,94.43,"Motion Stop",0.9,38.9573428,-92.3383997,,,48440.62,,-6,42015,"1,033.31",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237249,8.7,24.03,Standard,4.3,38.9884572,-92.3256163,,,21200.56,,2,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237250,41.2,96.59,Standard,1.6,38.9551504,-92.3865601,,,4366.69,,-4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237264,0,97.35,"Motion Stop",1.7,38.9550116,-92.3850493,,,4366.77,,-15,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237271,0,33.79,"Motion Stop",4.3,38.9889048,-92.3256643,,,21200.56,,-3,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237277,5.6,68.07,"Motion Start",4.3,38.9889257,-92.3256146,,,21200.56,,21,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237282,3.6,97.24,"Motion Start",1.7,38.9549906,-92.3849948,,,4366.77,,21,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237306,28.4,96.69,Standard,1.9,38.9547164,-92.3817646,,,4366.96,,-15,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237311,4.3,89.67,"Motion Start",0.5,38.9515034,-92.328877,,,14555.56,,14,42015,"1,051.19",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237313,0,96.26,"Motion Stop",1.9,38.9546797,-92.3813564,,,4366.97,,-16,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237321,0,281.87,"Power Off, Motion Stop",4.3,38.9889287,-92.3236184,,,21200.56,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237327,12.2,96.50,"Motion Start",1.9,38.9546717,-92.3812523,,,4366.98,,36,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237336,0,91.38,"Motion Stop",0.6,38.9515045,-92.3277478,,,14555.62,,-14,42015,"1,051.19",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237345,5.6,93.15,"Motion Start",0.6,38.9515073,-92.3277069,,,14555.62,,19,42015,"1,051.19",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237358,35.9,95.84,Standard,2.1,38.9543544,-92.3770661,,,4367.21,,2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237363,3.1,181.35,Standard,0.6,38.9506909,-92.3276217,,,14555.68,,-3,40991,"1,051.19",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237381,18,272.56,Standard,0.7,38.9505305,-92.3285396,,,14555.74,,-17,40991,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237382,0,274.54,"Motion Stop",0.7,38.9505316,-92.3285554,,,14555.74,,-16,42015,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237383,28.3,94.36,Standard,2.4,38.9539736,-92.3725334,,,4367.46,,-4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237393,0,95.73,"Motion Stop",2.4,38.9539321,-92.3719021,,,4367.49,,-11,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237398,9.3,270.31,"Motion Start",0.7,38.9505383,-92.3287184,,,14555.74,,12,42015,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237411,0,272.18,"Motion Stop",0.7,38.9505452,-92.3295983,,,14555.81,,-7,42015,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237443,10.6,270.82,"Motion Start",0.7,38.9505483,-92.3297182,,,14555.81,,15,42015,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237451,8.5,96.68,"Motion Start",2.4,38.9539262,-92.3718502,,,4367.49,,18,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237461,10.6,355.31,Standard,0.8,38.9506904,-92.3307877,,,14555.87,,1,40991,"1,051.22",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237469,35.9,0.59,Standard,2.5,38.9552731,-92.3712545,,,4367.61,,4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237474,0,359.60,"Motion Stop",0.8,38.9514452,-92.3307694,,,14555.87,,-19,42015,"1,051.25",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237487,17.6,0.59,Standard,2.7,38.9572482,-92.3712249,,,4367.74,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237509,26.4,0.60,Standard,2.8,38.9599142,-92.3712005,,,4367.93,,-12,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237516,9.9,337.23,"Motion Start",0.9,38.9515553,-92.3308002,,,14555.93,,11,42015,"1,051.25",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237519,0,359.78,"Motion Stop",2.9,38.9604422,-92.3711889,,,4367.96,,-10,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237535,6.2,270.60,Standard,0.9,38.951654,-92.3317578,,,14555.99,,29,40991,"1,051.25",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237538,9.4,0.44,"Motion Start",2.9,38.9604861,-92.3711831,,,4367.97,,27,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237558,0,270.28,"Motion Stop",1,38.9517009,-92.3337619,,,14556.06,,0,42015,"1,051.27",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237562,13,271.24,"Motion Start",1.1,38.9517034,-92.3339532,,,14556.12,,15,42015,"1,051.27",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237567,33.8,1.08,Standard,3.1,38.9636153,-92.3711121,,,4368.18,,2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237575,0,0.00,"Power On",4.3,38.9889499,-92.3236175,,,21200.56,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237578,3.9,123.66,"Motion Start",4.3,38.9888914,-92.3235675,,,21200.56,,6,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237587,27.8,11.73,Standard,3.3,38.9663598,-92.3709894,,,4368.37,,-13,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237591,29.2,267.77,Standard,1.2,38.9516761,-92.3383599,,,14556.3,,-11,40991,"1,051.30",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237599,0,265.01,"Motion Stop",1.2,38.9516653,-92.3387599,,,14556.3,,-8,42015,"1,051.30",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237605,41.3,108.88,Standard,3.5,38.9669424,-92.3683797,,,4368.54,,3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237610,9.9,291.96,"Motion Start",1.3,38.9516808,-92.3389203,,,14556.37,,3,42015,"1,051.30",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237612,0,290.83,"Motion Stop",4.3,38.9886763,-92.3243756,,,21200.56,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237623,45.7,114.90,Standard,3.7,38.965642,-92.3646662,,,4368.76,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237628,29.2,2.14,Standard,1.4,38.9535356,-92.3389228,,,14556.43,,-12,40991,"1,051.33",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237640,6.8,288.67,"Motion Start",4.3,38.9886825,-92.3243983,,,21200.56,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237641,45,104.18,Standard,3.9,38.9644477,-92.3608745,,,4368.98,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237659,47.3,80.13,Standard,4.1,38.9643602,-92.3565652,,,4369.22,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237668,16.8,1.03,Standard,1.7,38.9577515,-92.3388056,,,14556.8,,-16,40991,"1,051.35",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237673,0,1.96,"Motion Stop",1.7,38.9578834,-92.3388011,,,14556.8,,-9,42015,"1,051.35",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237677,37.8,67.87,Standard,4.4,38.9654428,-92.3526403,,,4369.44,,-4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237686,14.3,181.85,Standard,5,38.9830867,-92.3261226,,,21201.19,,-14,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237691,0,177.00,"Motion Stop",5,38.9830296,-92.326126,,,21201.19,,-4,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237695,18.7,57.47,Standard,4.5,38.966191,-92.3500858,,,4369.6,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237700,16.8,183.06,"Motion Start",5,38.982782,-92.3261491,,,21201.19,,17,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237713,43.7,95.63,Standard,4.7,38.9659694,-92.3469981,,,4369.76,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237725,5,351.51,"Motion Start",1.7,38.957903,-92.3387897,,,14556.8,,0,42015,"1,051.35",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237732,34.2,97.94,Standard,4.9,38.9656444,-92.3429894,,,4369.98,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237743,36,277.96,Standard,1.9,38.9583305,-92.3413796,,,14556.93,,0,40991,"1,051.38",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237753,27.4,98.76,Standard,5.1,38.9652208,-92.3393271,,,4370.18,,-5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237754,44.1,182.36,Standard,5.6,38.9742163,-92.3266052,,,21201.81,,1,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237761,0,99.28,"Motion Stop",5.1,38.9651663,-92.3388765,,,4370.2,,-12,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237780,0,161.13,"Motion Stop",5.6,38.9713712,-92.3259336,,,21201.81,,-2,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237780,13,97.36,"Motion Start",5.1,38.9651573,-92.3387703,,,4370.21,,40,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237803,28.7,98.51,Standard,5.3,38.9647612,-92.3352596,,,4370.4,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237813,0,97.94,"Motion Stop",5.4,38.9646725,-92.3344957,,,4370.44,,-13,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237819,16.8,276.94,Standard,2.7,38.9597295,-92.3556806,,,14557.73,,-19,40991,"1,051.43",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237830,10.1,99.06,"Motion Start",5.4,38.9646668,-92.334414,,,4370.45,,31,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237835,9.9,160.49,"Motion Start",5.6,38.9712939,-92.325896,,,21201.81,,16,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-02-21,1519237838,3.7,0.91,"Motion Start",0,38.961564,-92.3664663,,,14439.18,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237855,26.7,276.63,Standard,2.9,38.9601782,-92.3605472,,,14557.92,,-5,40991,"1,051.46",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237858,39.9,98.30,Standard,5.6,38.9641219,-92.3297451,,,4370.7,,-2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-02-21,1519237860,0,142.19,"Motion Stop",0,38.9616513,-92.3663431,,,14439.18,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237870,0,277.70,"Motion Stop",3,38.9602872,-92.3616086,,,14558.04,,-10,42015,"1,051.46",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237876,26.6,90.56,Standard,5.8,38.9639941,-92.3266581,,,4370.87,,-6,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237881,14.3,276.39,"Motion Start",3,38.960317,-92.3618926,,,14558.04,,14,42015,"1,051.46",0,0,0,0,0,0,0,0,0,0,0,0
230,416,2018-02-21,1519237887,0,0.00,"Power On",0,38.9119532,-92.3370523,,,106332.35,,0,8223,"1,173.14",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237891,34.8,179.47,Standard,6.2,38.9653585,-92.3247128,,,21202.43,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237894,0,90.23,"Motion Stop",5.9,38.9639665,-92.3252479,,,4370.94,,-10,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237904,0,180.99,"Motion Stop",6.2,38.9643265,-92.3247181,,,21202.43,,-6,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237908,12.4,303.82,Standard,3,38.9606322,-92.3649135,,,14558.11,,-21,40991,"1,051.46",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237909,14.1,90.93,"Motion Start",5.9,38.9639649,-92.3251082,,,4370.95,,45,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237926,11.8,4.00,Standard,3.2,38.9616198,-92.3648659,,,14558.29,,-5,40991,"1,051.46",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237929,23.4,91.10,Standard,6,38.9639372,-92.3223675,,,4371.1,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237947,16.8,358.26,Standard,3.3,38.9628597,-92.3648314,,,14558.35,,-1,40991,"1,051.48",0,0,0,0,0,0,0,0,0,0,0,0
221,254,2018-02-21,1519237955,5.6,182.08,"Motion Start",6.2,38.9643042,-92.3247155,,,21202.43,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237963,33.2,91.52,Standard,6.3,38.9638858,-92.3177899,,,4371.35,,-15,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237965,8.7,273.17,Standard,3.4,38.9637433,-92.3649579,,,14558.42,,4,40991,"1,051.48",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237976,0,19.15,"Motion Stop",3.4,38.9638382,-92.365081,,,14558.42,,-2,42015,"1,051.48",0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-02-21,1519237978,3.1,176.48,"Motion Start",3.4,38.9638168,-92.3650842,,,14558.42,,15,42015,"1,051.48",0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237981,4.9,82.80,Standard,6.3,38.9629377,-92.3172191,,,4371.43,,-5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
284,206,2018-02-21,1519237984,0,56.93,"Motion Stop",6.3,38.9629487,-92.3171929,,,4371.43,,-6,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
230,416,2018-02-21,1519237991,9.3,284.48,"Motion Start",0,38.9119291,-92.3372474,,,106332.36,,4,42015,"1,173.16",0,0,0,0,0,0,0,0,0,0,0,0
