"Asset ID","Asset No.",Date,Time(CST),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
244,562,2018-02-21,1519236528,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236533,39.8,288.28,Standard,0.3,38.968421,-92.3697725,,,46223.06,,-5,40991,840.52,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236534,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236534,45,357.09,Standard,0.3,39.0244299,-92.32267,,,2821.39,,3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236535,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-02-21,1519236539,21.2,268.60,Standard,0.2,38.963953,-92.3158362,,,8712.43,,-13,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236540,57.2,92.67,Standard,0.2,38.9636177,-92.2709226,,,65292.07,,-3,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236544,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236544,22.4,119.11,Standard,0.1,38.9903651,-92.2519887,,,29062.4,,-22,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236550,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236551,5,322.76,Standard,0.4,38.9702741,-92.3705956,,,46223.18,,-20,40991,840.52,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236551,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236552,49.4,301.77,Standard,0.5,39.027177,-92.3251179,,,2821.64,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-02-21,1519236554,0,182.64,"Motion Stop",0.3,38.9636854,-92.316182,,,8712.47,,-9,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236554,0,317.95,"Motion Stop",0.4,38.9702816,-92.3706058,,,46223.18,,-4,42015,840.52,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-02-21,1519236557,0,182.64,"Power Off",0.3,38.9636858,-92.316183,,,8712.47,,0,31,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236557,3.1,308.73,"Motion Start",0.4,38.9702886,-92.3706278,,,46223.18,,0,42015,840.54,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236558,20.5,142.74,Standard,0.4,38.9631466,-92.2675355,,,65292.26,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236559,8.2,359.80,"Motion Start",0.1,38.9561678,-92.3215034,,,6114.56,,17,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236561,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236562,34.2,195.12,Standard,0.1,38.9883267,-92.2515458,,,29062.46,,1,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236567,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236568,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236570,54.1,321.51,Standard,0.8,39.0298752,-92.3283638,,,2821.89,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236575,23,185.76,Standard,0.5,38.9697263,-92.3711648,,,46223.24,,1,40991,840.54,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236576,47.2,8.86,Standard,0.5,38.9649989,-92.2668716,,,65292.32,,5,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236577,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236577,34.9,5.83,Standard,0.2,38.9580717,-92.3213518,,,6114.7,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236580,31.7,211.52,Standard,0.4,38.9861508,-92.252216,,,29062.71,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236584,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236585,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236585,0,169.66,"Motion Stop",0.5,38.9693354,-92.3712156,,,46223.24,,-3,42015,840.54,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236588,61.4,347.01,Standard,1,39.0334847,-92.3308471,,,2822.18,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236590,0,88.09,"Motion Stop",0.4,38.9855503,-92.2523377,,,29062.77,,-16,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236594,50.3,22.88,Standard,0.9,38.9684795,-92.265578,,,65292.69,,-1,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236594,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236600,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236601,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236601,37,0.79,Standard,0.4,38.9615326,-92.3211703,,,6114.94,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236606,66.1,1.59,Standard,1.4,39.038049,-92.3310331,,,2822.49,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236610,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236612,17.4,88.82,Standard,1,38.9709719,-92.2644924,,,65292.81,,9,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236616,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236617,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236619,13.3,3.65,Standard,0.6,38.9637788,-92.3211224,,,6115.09,,-14,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236627,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236630,18.6,359.27,Standard,1.1,38.971431,-92.2627589,,,65292.94,,15,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236633,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236634,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236637,38.8,91.01,Standard,0.7,38.9638597,-92.3186823,,,6115.23,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236641,6.8,164.91,"Motion Start",0.6,38.9692702,-92.3712008,,,46223.31,,32,42015,840.57,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236644,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236649,16.8,21.84,Standard,1.3,38.9736707,-92.2628217,,,65293.13,,-9,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236651,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236652,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236655,9.1,178.68,Standard,0.8,38.9634446,-92.3174931,,,6115.32,,-11,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236659,16.8,178.44,Standard,0.6,38.9677934,-92.3711094,,,46223.37,,-6,40991,840.57,0,0,0,0,0,0,0,0,0,0,0,0
283,462,2018-02-21,1519236660,8.3,150.50,"Motion Start",0,38.9633476,-92.3169051,,,9033.59,,30,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236661,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236664,0,179.85,"Motion Stop",0.6,38.9676625,-92.3711031,,,46223.37,,-14,42015,840.57,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236667,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236667,16.2,111.20,Standard,1.4,38.9733324,-92.2615316,,,65293.19,,-5,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236668,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236669,0,63.61,"Motion Stop",0.8,38.9630001,-92.3171777,,,6115.36,,-10,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
262,205,2018-02-21,1519236675,0,63.61,"Power Off",0.8,38.9630007,-92.3171771,,,6115.36,,0,31,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236677,3.1,234.47,"Motion Start",0.4,38.9855392,-92.2523305,,,29062.77,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236677,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
283,462,2018-02-21,1519236678,8.5,106.01,Standard,0.1,38.962466,-92.3163963,,,9033.67,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236680,0,92.15,"Motion Stop",1.4,38.973271,-92.2607283,,,65293.25,,-1,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236683,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236684,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236689,7.5,88.18,"Motion Start",1.5,38.9732704,-92.2606843,,,65293.31,,16,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236693,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236693,0,28.83,"Motion Stop",0.5,38.986074,-92.2521665,,,29062.84,,-1,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
283,462,2018-02-21,1519236698,0,107.01,"Motion Stop",0.1,38.9628625,-92.3158741,,,9033.71,,-11,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236699,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236700,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236700,8.1,181.71,"Motion Start",0.7,38.9676431,-92.3710982,,,46223.43,,0,42015,840.60,0,0,0,0,0,0,0,0,0,0,0,0
303,289,2018-02-21,1519236704,0,0.00,"Power On",0,38.9637698,-92.3158678,,,2936.22,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
303,289,2018-02-21,1519236706,4,88.32,"Motion Start",0,38.963741,-92.3157638,,,2936.22,,8,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236708,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
303,289,2018-02-21,1519236710,0,87.78,"Power Off, Motion Stop",0,38.9637465,-92.3157156,,,2936.22,,-4,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236711,9.3,1.63,Standard,1.6,38.9739963,-92.2594326,,,65293.37,,-18,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236716,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236717,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236726,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236727,0,179.50,"Motion Stop",0.8,38.9657184,-92.371349,,,46223.55,,-4,42015,840.60,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236729,31.7,259.13,Standard,1.7,38.9741229,-92.2617022,,,65293.5,,-1,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236730,8.1,181.18,"Motion Start",0.8,38.9656776,-92.3713504,,,46223.55,,21,42015,840.60,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236732,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236733,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236742,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236747,34.2,266.17,Standard,1.7,38.9732786,-92.2642442,,,65293.56,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236749,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236750,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236753,0,270.37,"Motion Stop",1.9,38.9732798,-92.2646606,,,65293.68,,-24,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236756,3.1,268.86,"Motion Start",1.9,38.9732805,-92.2646697,,,65293.68,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236758,35.4,180.97,Standard,1.1,38.9620588,-92.3714343,,,46223.8,,2,40991,840.62,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236759,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236764,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236765,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236775,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236776,11.8,240.35,Standard,1.2,38.9598166,-92.3716439,,,46223.93,,-13,40991,840.62,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236778,28.6,268.15,Standard,2.1,38.9731908,-92.2675255,,,65293.87,,-2,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236782,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236783,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236793,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236794,5.6,208.20,Standard,1.2,38.9597674,-92.3726055,,,46223.99,,-6,40991,840.62,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236796,29.2,245.82,Standard,2.1,38.9728024,-92.2700499,,,65293.93,,-1,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236799,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236800,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236802,3.7,27.14,"Motion Start",0.5,38.9860876,-92.2521393,,,29062.84,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236809,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236810,0,85.96,"Motion Stop",1.3,38.9593727,-92.3725135,,,46224.05,,-5,42015,840.65,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236814,24.9,178.93,Standard,2.2,38.9716917,-92.2713691,,,65294.06,,11,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236816,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236817,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
227,535,2018-02-21,1519236818,0,81.58,"Power Off",1.3,38.9593735,-92.3725109,,,46224.05,,0,31,840.65,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236819,0,94.12,"Motion Stop",0.5,38.9862201,-92.2515735,,,29062.84,,-8,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236824,6.2,42.44,"Motion Start",0.6,38.9862552,-92.2515263,,,29062.9,,28,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236826,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236828,0,13.58,"Motion Stop",0.6,38.9862855,-92.2515026,,,29062.9,,-4,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236832,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236833,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236842,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236849,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236850,29.8,184.14,Standard,2.5,38.9670835,-92.2714424,,,65294.37,,-8,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236850,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236859,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236861,0,357.63,"Motion Stop",2.6,38.9670729,-92.2714697,,,65294.43,,-11,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236865,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236866,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236874,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236882,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236883,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236888,9.9,177.94,"Motion Start",2.6,38.9669805,-92.2714616,,,65294.43,,22,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236889,8.7,285.71,"Motion Start",0.6,38.9863455,-92.2516254,,,29062.9,,13,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236891,67.5,356.46,Standard,6.7,39.1148951,-92.3287934,,,2827.8,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236892,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236898,0,73.35,"Power On",0,38.9635403,-92.3168418,,,22123.55,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236899,5,73.35,"Motion Start",0,38.9635403,-92.3168418,,,22123.55,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236906,3.1,320.27,Standard,2.7,38.9663244,-92.271682,,,65294.49,,20,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
241,210,2018-02-21,1519236908,0,299.22,"Motion Stop",2.7,38.9663365,-92.2717009,,,65294.49,,-2,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
253,542,2018-02-21,1519236908,0,6.00,"Motion Stop",0.6,38.9870645,-92.2516154,,,29062.96,,-1,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
302,226,2018-02-21,1519236909,68,338.39,Standard,7,39.1196891,-92.3302083,,,2828.14,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
244,562,2018-02-21,1519236909,0,73.35,"Power Off, Motion Stop",0,38.9635403,-92.3168418,,,22123.55,,0,1055,0.00,0,0,0,0,0,0,0,0,0,0,0,0
