"Asset ID","Asset No.",Date,Time(CDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
268,547,2018-05-21,1526920210,0,0.00,"Power On, Motion Stop",0,38.9738827,-92.2550382,,,16866.7,,0,9247,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920222,8.1,278.11,"Motion Start",0,38.9739323,-92.2552428,,,16866.71,,30,9247,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920242,17.7,272.94,Standard,0.1,38.9740911,-92.2572668,,,16866.82,,-5,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920261,10.8,273.41,Standard,0.2,38.974151,-92.2594921,,,16866.94,,-8,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920279,24.3,262.30,Standard,0.4,38.9741928,-92.2615668,,,16867.05,,1,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920297,25.7,241.48,Standard,0.5,38.9736064,-92.2631863,,,16867.15,,5,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920313,0,269.95,"Motion Stop",0.5,38.9733263,-92.2646611,,,16867.23,,-12,9247,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920316,8.7,231.19,"Motion Start",0.5,38.9733015,-92.2647054,,,16867.24,,25,9247,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920334,39.4,182.12,Standard,0.7,38.9710402,-92.2648861,,,16867.39,,-1,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920352,44.8,203.75,Standard,0.9,38.967989,-92.2659544,,,16867.61,,1,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920370,43.1,188.32,Standard,1.1,38.9649613,-92.2669934,,,16867.83,,0,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920388,21.2,274.89,Standard,1.3,38.9634231,-92.267709,,,16867.95,,12,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920415,47.2,272.88,Standard,1.5,38.963767,-92.2730495,,,16868.24,,0,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920464,40.5,272.30,Standard,2.2,38.9640118,-92.2847981,,,16868.88,,-6,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920482,40.1,266.18,Standard,2.4,38.9638597,-92.2884449,,,16869.07,,0,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920500,12.9,266.66,Standard,2.5,38.9636948,-92.2915,,,16869.24,,-26,8223,409.97,0,0,0,0,0,0,0,0,0,0,0,0
268,547,2018-05-21,1526920504,0,266.99,"Motion Stop",2.5,38.9636884,-92.2915845,,,16869.24,,-11,9247,409.97,0,0,0,0,0,0,0,0,0,0,0,0
