"Asset ID","Asset No.",Date,Time(CDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
274,232,2018-05-21,1526919768,6.3,334.09,"Motion Start",0,38.958056,-92.3387179,,,6182.83,,23,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
242,341,2018-05-21,1526919772,5.1,14.83,"Motion Start",0,38.9651352,-92.3195056,"Grissum Complex",,3858.54,,27,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526919773,12.1,278.16,Standard,0,38.9645984,-92.3332751,,,16273.77,,-8,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
232,286,2018-05-21,1526919778,8.1,274.94,Standard,0,38.9107599,-92.3324108,,,44515.65,,4,40991,"1,702.75",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526919778,0,278.91,"Motion Stop",0,38.9646158,-92.3334181,,,16273.78,,-9,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526919779,7.1,278.35,"Motion Start",0,38.9646204,-92.3334489,,,16273.78,,3,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526919780,29.2,218.85,Standard,0,39.0578734,-92.2948451,,,17239.94,,1,40991,"1,351.56",0,0,0,0,0,0,0,0,0,0,0,0
309,296,2018-05-21,1526919781,7.3,4.07,"Motion Start",0,38.963215,-92.2918456,,,8129.77,,17,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
318,567,2018-05-21,1526919783,32.1,92.98,Standard,0,38.9650231,-92.3225627,,,2361.18,,4,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
232,286,2018-05-21,1526919785,0,216.89,"Motion Stop",0,38.9107059,-92.3325693,,,44515.65,,-8,42015,"1,702.75",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526919786,27.1,1.30,Standard,0.1,38.9598135,-92.3386859,,,6182.96,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
232,286,2018-05-21,1526919788,0,216.89,"Power Off",0,38.9107059,-92.3325693,,,44515.65,,0,31,"1,702.75",0,0,0,0,0,0,0,0,0,0,0,0
242,341,2018-05-21,1526919793,5.6,326.64,Standard,0,38.9657428,-92.3194315,"Grissum Complex",,3858.58,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526919795,0,1.06,"Motion Stop",0.2,38.9603066,-92.3386691,,,6182.99,,-13,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526919798,29.8,258.73,Standard,0.1,39.0570701,-92.2974286,,,17240.07,,0,40991,"1,351.58",0,0,0,0,0,0,0,0,0,0,0,0
