"Asset ID","Asset No.",Date,Time(CDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
233,229,2018-05-21,1526920126,16.2,89.10,Standard,0,39.0404683,-92.3053615,,,17242.12,,0,40991,"1,351.72",0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920131,39.8,1.41,Standard,0,38.9517589,-92.3991098,,,56992.17,,0,40991,"2,150.52",0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920131,23.9,0.38,Standard,0,38.9597552,-92.3387309,,,11235.71,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
314,503,2018-05-21,1526920133,17.8,90.51,Standard,0,38.9816582,-92.3006287,,,4959.5,,-7,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920141,0,3.29,"Motion Stop",0,38.9602436,-92.3387151,,,11235.74,,-8,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920143,10.7,2.06,"Motion Start",0,38.960293,-92.3387129,,,11235.74,,31,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920144,19.3,78.78,Standard,0.1,39.0402038,-92.3038745,,,17242.18,,2,40991,"1,351.72",0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920144,8.7,275.25,"Motion Start",0,38.9471681,-92.3406036,,,16669.96,,33,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920149,41,31.31,Standard,0.2,38.9547431,-92.3987048,,,56992.41,,0,40991,"2,150.55",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920153,24.4,92.07,Standard,0,38.9710618,-92.3134441,,,6185.19,,-19,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920153,10.2,276.22,"Motion Start",0,38.9611604,-92.3707613,,,16276.17,,30,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
314,503,2018-05-21,1526920157,21.4,99.29,Standard,0.1,38.9816418,-92.2980372,,,4959.64,,-2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920162,14.9,122.26,Standard,0.1,39.0401661,-92.3024129,,,17242.24,,11,40991,"1,351.74",0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920164,16.2,275.99,Standard,0.1,38.947341,-92.3423381,,,16670.08,,3,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920167,49.1,83.14,Standard,0.4,38.9556833,-92.3947854,,,56992.54,,-1,40991,"2,150.57",0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920170,28.5,2.23,Standard,0.2,38.9628745,-92.338624,,,11235.93,,5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920171,36.7,63.06,Standard,0.2,38.9712877,-92.3102937,,,6185.36,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
314,503,2018-05-21,1526920175,20.2,270.38,Standard,0.2,38.9808963,-92.2985483,,,4959.74,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920182,18.6,132.20,Standard,0.3,39.0393545,-92.3008199,,,17242.43,,3,40991,"1,351.74",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920182,29,275.77,Standard,0.2,38.9614487,-92.3740451,,,16276.35,,3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920185,47.2,99.85,Standard,0.6,38.955558,-92.3902933,Smithton,,56992.72,,-1,40991,"2,150.60",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920189,36.5,90.31,Standard,0.4,38.9716592,-92.3070662,,,6185.54,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920190,18.9,3.63,Standard,0.4,38.9649257,-92.338572,,,11236.06,,-7,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920190,5.1,3.68,"Motion Start",0,38.955511,-92.3376354,,,5124.58,,23,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920193,23,277.66,Standard,0.3,38.9476478,-92.3455254,,,16670.27,,-14,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
314,503,2018-05-21,1526920193,11.2,311.03,Standard,0.3,38.9809788,-92.3003145,,,4959.83,,-9,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
314,503,2018-05-21,1526920199,0,341.88,"Motion Stop",0.3,38.9810786,-92.30039,,,4959.84,,-2,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920200,35.2,268.39,Standard,0.4,38.9615282,-92.3773139,,,16276.53,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920200,24.9,168.80,Standard,0.4,39.0378389,-92.2998869,,,17242.49,,-2,40991,"1,351.77",0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920203,37.3,97.61,Standard,0.8,38.9551177,-92.3864316,,,56992.97,,-4,40991,"2,150.60",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920207,21.8,44.26,Standard,0.5,38.9729248,-92.3046377,,,6185.71,,-20,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920208,27.9,99.01,Standard,0.4,38.9649428,-92.3369906,,,11236.16,,10,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920214,0,57.77,"Motion Stop",0.5,38.9730734,-92.3043842,,,6185.72,,-8,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920216,6.8,352.43,Standard,0.1,38.9565657,-92.3376727,,,5124.66,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920218,25.5,132.27,Standard,0.5,39.0363993,-92.2985724,,,17242.62,,0,40991,"1,351.77",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920218,35.8,243.73,Standard,0.5,38.9611575,-92.3804802,,,16276.7,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920219,23.6,291.01,Standard,0.4,38.9479301,-92.3486797,,,16670.33,,-10,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920221,18,184.12,Standard,0.9,38.9545377,-92.3848222,,,56993.1,,6,40991,"2,150.62",0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920226,18.3,98.83,Standard,0.6,38.9646373,-92.3343946,,,11236.29,,-5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920226,3.8,62.96,"Motion Start",0.5,38.9731167,-92.3043392,,,6185.72,,16,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920233,0,96.99,"Motion Stop",0.6,38.9646034,-92.3341132,,,11236.31,,-12,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920234,5.5,284.77,Standard,0.1,38.9567582,-92.3387108,,,5124.72,,-7,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920236,26.1,160.37,Standard,0.6,39.0349238,-92.2973654,,,17242.74,,0,40991,"1,351.79",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920236,31.1,254.33,Standard,0.7,38.9602653,-92.3832657,,,16276.86,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920237,26.7,276.31,Standard,0.5,38.9481206,-92.350843,,,16670.46,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920239,19.9,171.77,Standard,1.1,38.9532385,-92.3850092,,,56993.28,,-12,40991,"2,150.62",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920244,10.4,105.91,Standard,0.6,38.9732515,-92.3030526,,,6185.8,,-5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920249,0,109.73,"Motion Stop",0.6,38.9732029,-92.30291,,,6185.81,,-10,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920252,9.6,1.58,Standard,0.2,38.9576828,-92.3387833,,,5124.78,,-10,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920254,27.9,284.79,Standard,0.8,38.9601634,-92.3854996,Smithton,,16276.99,,6,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920254,28.6,145.63,Standard,0.8,39.0331315,-92.2961703,,,17242.93,,-1,40991,"1,351.79",0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920255,0,276.83,"Motion Stop",0.7,38.9482813,-92.3526845,,,16670.64,,-12,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920256,0,1.79,"Motion Stop",0.2,38.9577508,-92.3387828,,,5124.78,,-9,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920257,6.2,11.42,Standard,1.2,38.9534155,-92.3844418,,,56993.35,,-1,40991,"2,150.62",0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920259,3.1,276.51,"Motion Start",0.7,38.9482811,-92.3527123,,,16670.64,,4,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920263,6.7,107.70,"Motion Start",0.6,38.9731874,-92.3028682,,,6185.81,,13,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920263,0,270.22,"Motion Stop",1.2,38.9534823,-92.3845506,,,56993.35,,-5,42015,"2,150.62",0,0,0,0,0,0,0,0,0,0,0,0
213,417,2018-05-21,1526920271,0,270.22,"Power Off",1.2,38.95348,-92.3845537,,,56993.35,,0,31,"2,150.62",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920272,26,308.17,Standard,1,38.9611208,-92.3877657,,,16277.13,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920272,28.6,119.80,Standard,0.9,39.0320893,-92.2939419,,,17243.05,,0,40991,"1,351.79",0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920281,27.2,36.84,Standard,0.7,38.9739831,-92.301556,,,6185.91,,-3,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920283,30.4,0.86,Standard,0.8,38.9499614,-92.3529194,,,16670.77,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920290,8.7,150.29,Standard,1.1,39.0317743,-92.2921762,,,17243.17,,5,40991,"1,351.82",0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920290,11.2,255.70,Standard,1.1,38.9618419,-92.3896615,,,16277.24,,-6,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920294,7.4,3.43,"Motion Start",0.2,38.9577832,-92.3387828,,,5124.79,,20,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
271,533,2018-05-21,1526920297,12.9,97.40,"Motion Start",0.6,38.9645927,-92.3340161,,,11236.32,,39,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920301,16.8,0.77,Standard,0.9,38.9518458,-92.3529303,,,16670.89,,-12,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
274,232,2018-05-21,1526920306,49.6,42.50,Standard,1,38.9766652,-92.2988416,,,6186.15,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
278,200,2018-05-21,1526920308,27.9,205.04,Standard,1.2,38.9602328,-92.3899972,Smithton,,16277.36,,1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
220,449,2018-05-21,1526920308,0,0.46,"Motion Stop",0.9,38.9519051,-92.3529304,,,16670.89,,0,42015,0.00,0,0,0,0,0,0,0,0,0,0,0,0
233,229,2018-05-21,1526920308,28,179.80,Standard,1.1,39.0299951,-92.2921191,,,17243.24,,-1,40991,"1,351.82",0,0,0,0,0,0,0,0,0,0,0,0
246,342,2018-05-21,1526920317,21,0.82,Standard,0.3,38.9597456,-92.3387292,,,5124.92,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
