"Asset ID","Asset No.",Date,Time(CDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,Address,Odometer,EXSID,Acceleration(Miles/Hour/Sec),"Status Mask","Fuel Counter(Gallon)","Air Temperature","Average RPM","Average Load","Fuel Level","Outside Pressure","Peak RPM","Average Torque","Boost Pressure","FFilter Dpressure","AFilter Dpressure","DPF Dpressure","Regen Status"
289,492,2018-05-21,1526919768,8.2,16.42,"Motion Start",0,38.957673,-92.3724772,,,14040.96,,22,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
304,422,2018-05-21,1526919769,0,276.10,"Motion Stop",0,38.9730494,-92.3018831,,,6695.17,,-15,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
273,555,2018-05-21,1526919770,36.5,102.87,Standard,0,38.9512121,-92.3195099,,,17222.56,,2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919770,0,70.90,"Motion Stop",0,38.9635156,-92.3171634,,,1668.75,,-13,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919773,4.3,258.32,"Motion Start",0,38.9635106,-92.3172059,,,1668.75,,8,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919774,0,357.45,"Motion Stop",0,38.9577901,-92.3724703,,,14040.97,,-1,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-05-21,1526919776,39.8,309.88,Standard,0,38.9238664,-92.3188816,,,6612.67,,14,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919777,7.7,296.61,"Motion Start",0,38.9578122,-92.372513,,,14040.97,,27,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919788,0,201.92,"Motion Stop",0,38.9633263,-92.3172516,,,1668.76,,-3,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-05-21,1526919794,32.9,344.99,Standard,0.2,38.9258633,-92.3211165,,,6612.83,,0,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919796,16.2,297.79,Standard,0.1,38.9579999,-92.3744005,,,14041.07,,-6,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919798,0,201.92,"Power Off",0,38.9633263,-92.3172516,,,1668.76,,0,31,0.00,0,0,0,0,0,0,0,0,0,0,0,0
304,422,2018-05-21,1526919800,12.6,282.32,"Motion Start",0,38.9730633,-92.3019635,,,6695.18,,37,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919801,0,201.92,"Power On",0,38.9633263,-92.3172516,,,1668.76,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
306,476,2018-05-21,1526919804,0,201.92,"Power Off",0,38.9633263,-92.3172516,,,1668.76,,0,31,0.00,0,0,0,0,0,0,0,0,0,0,0,0
273,555,2018-05-21,1526919813,41,110.66,Standard,0.5,38.9495825,-92.3113906,,,17223.01,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919814,18.6,354.96,Standard,0.2,38.9590044,-92.3752791,,,14041.15,,-1,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
272,541,2018-05-21,1526919815,11.6,184.88,"Motion Start",0,38.959796,-92.2923354,,,25066.56,,34,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-05-21,1526919815,43.5,343.97,Standard,0.5,38.9286674,-92.3230163,,,6613.13,,5,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
304,422,2018-05-21,1526919819,0,285.40,"Motion Stop",0.1,38.9733007,-92.3029394,,,6695.24,,-2,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
304,422,2018-05-21,1526919827,9.5,284.67,"Motion Start",0.1,38.9733101,-92.3029955,,,6695.24,,24,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919832,9.6,3.73,Standard,0.3,38.9599397,-92.375264,,,14041.22,,-7,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
272,541,2018-05-21,1526919833,29.1,3.01,Standard,0.1,38.9600104,-92.2913126,,,25066.67,,5,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-05-21,1526919833,46.6,24.71,Standard,0.6,38.9314023,-92.3232256,,,6613.29,,4,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
289,492,2018-05-21,1526919835,0,354.69,"Motion Stop",0.3,38.9599856,-92.3752642,,,14041.22,,-9,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-05-21,1526919842,0,2.93,"Power On",0,38.9637036,-92.3161646,,,12409.95,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
273,555,2018-05-21,1526919843,47.8,110.32,Standard,0.8,38.947811,-92.3050982,,,17223.37,,0,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
304,422,2018-05-21,1526919845,34.3,216.91,Standard,0.2,38.972516,-92.3051654,,,6695.38,,2,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-05-21,1526919848,2.8,357.33,"Motion Start",0,38.9637739,-92.3162065,,,12409.95,,2,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-05-21,1526919849,0,354.10,"Motion Stop",0,38.9637741,-92.3162152,,,12409.95,,-1,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
223,454,2018-05-21,1526919851,26.7,0.50,Standard,0.8,38.93393,-92.3234673,,,6613.47,,-11,40991,0.00,0,0,0,0,0,0,0,0,0,0,0,0
272,541,2018-05-21,1526919851,21.2,82.10,Standard,0.3,38.9611565,-92.289623,,,25066.81,,-6,8223,0.00,0,0,0,0,0,0,0,0,0,0,0,0
280,369,2018-05-21,1526919854,4.9,95.78,"Motion Start",0,38.9637692,-92.3161802,,,12409.95,,13,9247,0.00,0,0,0,0,0,0,0,0,0,0,0,0
